date,kod,name,price,city,first_name
2021-02-16,84116,Курс 5,30566,Красноярск,Иванов
2021-08-24,54192,Курс 6,43969,Санкт-Петербург,Сидорова
2022-03-14,19925,Курс 0,10237,Красноярск,Конюхов
2021-04-29,04801,Курс 7,22018,Новосибирск,Сидорова
2022-01-27,54192,Курс 6,43969,Томск,Сидорова
2021-12-08,63071,Курс 8,25760,Санкт-Петербург,Конюхов
2021-12-03,59629,Курс 1,41440,Москва,Сидорова
2021-11-04,63071,Курс 8,25760,Омск,Петров
2021-10-02,04801,Курс 7,22018,Новосибирск,Коченев
2021-03-20,63071,Курс 8,25760,Томск,Иванов
2021-12-07,59511,Курс 3,32467,Новосибирск,Коченев
2021-11-24,59629,Курс 1,41440,Новосибирск,Сидорова
2022-03-07,04801,Курс 7,22018,Томск,Петров
2021-03-15,63071,Курс 8,25760,Омск,Иванов
2021-07-09,69834,Курс 9,34841,Новосибирск,Петров
2021-12-24,02904,Курс 2,46402,Казань,Коченев
2021-10-13,02904,Курс 2,46402,Красноярск,Иванов
2022-04-20,69834,Курс 9,34841,Казань,Рутов
2022-03-06,84116,Курс 5,30566,Кемерово,Сидорова
2022-05-30,59629,Курс 1,41440,Казань,Конюхов
2021-08-26,14033,Курс 4,32267,Кемерово,Коченев
2021-04-23,14033,Курс 4,32267,Кемерово,Петров
2022-05-22,04801,Курс 7,22018,Томск,Коченев
2022-05-17,63071,Курс 8,25760,Казань,Конюхов
2021-06-05,54192,Курс 6,43969,Санкт-Петербург,Конюхов
2022-03-25,19925,Курс 0,10237,Новосибирск,Конюхов
2022-01-21,14033,Курс 4,32267,Красноярск,Иванов
2021-12-11,54192,Курс 6,43969,Омск,Рутов
2022-01-07,54192,Курс 6,43969,Санкт-Петербург,Иванов
2022-01-13,04801,Курс 7,22018,Томск,Рутов
2021-01-02,02904,Курс 2,46402,Кемерово,Иванов
2022-01-06,19925,Курс 0,10237,Санкт-Петербург,Сидорова
2021-10-09,04801,Курс 7,22018,Новосибирск,Петров
2021-07-12,59511,Курс 3,32467,Москва,Конюхов
2021-05-21,84116,Курс 5,30566,Новосибирск,Конюхов
2021-01-24,02904,Курс 2,46402,Казань,Коченев
2022-03-31,02904,Курс 2,46402,Томск,Конюхов
2022-01-27,19925,Курс 0,10237,Москва,Конюхов
2021-04-03,14033,Курс 4,32267,Кемерово,Конюхов
2021-01-24,84116,Курс 5,30566,Красноярск,Сидорова
2021-05-23,59511,Курс 3,32467,Томск,Сидорова
2022-06-11,02904,Курс 2,46402,Омск,Рутов
2021-04-26,69834,Курс 9,34841,Омск,Сидорова
2022-06-15,63071,Курс 8,25760,Санкт-Петербург,Конюхов
2021-11-08,04801,Курс 7,22018,Москва,Иванов
2021-07-31,59629,Курс 1,41440,Томск,Иванов
2021-07-29,19925,Курс 0,10237,Новосибирск,Конюхов
2021-06-30,14033,Курс 4,32267,Санкт-Петербург,Петров
2021-09-13,69834,Курс 9,34841,Москва,Сидорова
2022-06-19,02904,Курс 2,46402,Кемерово,Коченев
2021-12-10,59511,Курс 3,32467,Омск,Иванов
2022-05-14,59629,Курс 1,41440,Москва,Иванов
2022-04-25,84116,Курс 5,30566,Новосибирск,Сидорова
2021-10-12,19925,Курс 0,10237,Казань,Коченев
2022-02-13,54192,Курс 6,43969,Санкт-Петербург,Сидорова
2021-01-12,84116,Курс 5,30566,Казань,Иванов
2022-01-13,63071,Курс 8,25760,Казань,Петров
2022-04-18,84116,Курс 5,30566,Москва,Петров
2021-01-24,59511,Курс 3,32467,Санкт-Петербург,Петров
2021-07-20,69834,Курс 9,34841,Москва,Петров
2022-06-09,04801,Курс 7,22018,Омск,Иванов
2022-01-02,84116,Курс 5,30566,Омск,Иванов
2021-03-25,02904,Курс 2,46402,Москва,Петров
2022-02-13,19925,Курс 0,10237,Санкт-Петербург,Конюхов
2022-02-04,59629,Курс 1,41440,Санкт-Петербург,Конюхов
2021-04-21,02904,Курс 2,46402,Красноярск,Коченев
2022-05-24,69834,Курс 9,34841,Москва,Петров
2021-12-06,59511,Курс 3,32467,Санкт-Петербург,Петров
2022-01-22,84116,Курс 5,30566,Москва,Сидорова
2022-05-21,63071,Курс 8,25760,Томск,Коченев
2021-12-14,69834,Курс 9,34841,Красноярск,Рутов
2021-01-27,63071,Курс 8,25760,Новосибирск,Иванов
2022-01-05,02904,Курс 2,46402,Казань,Конюхов
2022-05-04,59511,Курс 3,32467,Москва,Петров
2022-01-19,59511,Курс 3,32467,Кемерово,Петров
2021-03-12,02904,Курс 2,46402,Омск,Иванов
2022-05-14,69834,Курс 9,34841,Томск,Рутов
2021-12-21,59511,Курс 3,32467,Омск,Иванов
2021-01-09,84116,Курс 5,30566,Красноярск,Иванов
2021-06-08,04801,Курс 7,22018,Казань,Коченев
2022-02-20,14033,Курс 4,32267,Санкт-Петербург,Сидорова
2021-10-06,14033,Курс 4,32267,Казань,Иванов
2021-02-25,69834,Курс 9,34841,Москва,Рутов
2021-01-25,14033,Курс 4,32267,Омск,Коченев
2021-03-08,02904,Курс 2,46402,Кемерово,Рутов
2021-01-30,59511,Курс 3,32467,Омск,Петров
2021-09-07,02904,Курс 2,46402,Омск,Сидорова
2021-07-23,19925,Курс 0,10237,Санкт-Петербург,Сидорова
2022-06-10,14033,Курс 4,32267,Москва,Конюхов
2021-08-25,59511,Курс 3,32467,Томск,Коченев
2021-08-07,02904,Курс 2,46402,Томск,Коченев
2022-03-16,59629,Курс 1,41440,Омск,Коченев
2021-06-18,14033,Курс 4,32267,Омск,Рутов
2021-08-14,84116,Курс 5,30566,Томск,Сидорова
2022-02-28,59629,Курс 1,41440,Томск,Коченев
2022-03-11,19925,Курс 0,10237,Новосибирск,Иванов
2021-05-24,59629,Курс 1,41440,Казань,Иванов
2021-11-26,59511,Курс 3,32467,Омск,Конюхов
2022-06-09,69834,Курс 9,34841,Москва,Иванов
2022-03-14,63071,Курс 8,25760,Санкт-Петербург,Сидорова
2021-01-01,14033,Курс 4,32267,Красноярск,Сидорова
2022-04-03,54192,Курс 6,43969,Санкт-Петербург,Сидорова
2022-06-22,54192,Курс 6,43969,Санкт-Петербург,Коченев
2022-06-24,02904,Курс 2,46402,Красноярск,Иванов
2021-12-22,63071,Курс 8,25760,Томск,Коченев
2021-05-30,69834,Курс 9,34841,Томск,Рутов
2022-02-11,02904,Курс 2,46402,Томск,Петров
2021-10-07,19925,Курс 0,10237,Красноярск,Рутов
2022-04-24,59511,Курс 3,32467,Омск,Петров
2022-04-21,02904,Курс 2,46402,Казань,Конюхов
2022-02-03,02904,Курс 2,46402,Томск,Коченев
2021-09-10,59629,Курс 1,41440,Омск,Рутов
2021-04-26,02904,Курс 2,46402,Казань,Коченев
2022-02-14,14033,Курс 4,32267,Москва,Иванов
2021-10-04,19925,Курс 0,10237,Томск,Рутов
2021-12-03,63071,Курс 8,25760,Москва,Конюхов
2021-09-09,19925,Курс 0,10237,Томск,Петров
2021-09-18,63071,Курс 8,25760,Казань,Иванов
2021-11-12,63071,Курс 8,25760,Москва,Петров
2022-06-05,84116,Курс 5,30566,Новосибирск,Сидорова
2021-12-16,02904,Курс 2,46402,Санкт-Петербург,Иванов
2021-12-24,69834,Курс 9,34841,Кемерово,Коченев
2021-09-25,63071,Курс 8,25760,Москва,Конюхов
2021-06-07,19925,Курс 0,10237,Томск,Иванов
2021-09-29,02904,Курс 2,46402,Кемерово,Рутов
2021-11-22,84116,Курс 5,30566,Томск,Коченев
2021-07-03,04801,Курс 7,22018,Красноярск,Рутов
2021-02-06,59511,Курс 3,32467,Омск,Петров
2021-10-21,54192,Курс 6,43969,Кемерово,Петров
2022-05-11,54192,Курс 6,43969,Красноярск,Иванов
2021-10-25,59629,Курс 1,41440,Омск,Петров
2021-10-09,69834,Курс 9,34841,Красноярск,Сидорова
2021-06-07,04801,Курс 7,22018,Томск,Рутов
2021-10-28,02904,Курс 2,46402,Москва,Коченев
2022-05-19,84116,Курс 5,30566,Томск,Иванов
2021-12-09,54192,Курс 6,43969,Новосибирск,Иванов
2021-02-20,04801,Курс 7,22018,Новосибирск,Коченев
2022-04-23,59511,Курс 3,32467,Омск,Петров
2021-02-13,19925,Курс 0,10237,Москва,Рутов
2021-08-08,19925,Курс 0,10237,Новосибирск,Рутов
2021-07-24,84116,Курс 5,30566,Томск,Коченев
2021-02-02,54192,Курс 6,43969,Новосибирск,Рутов
2021-02-25,59511,Курс 3,32467,Кемерово,Петров
2021-05-22,63071,Курс 8,25760,Новосибирск,Сидорова
2021-01-08,59629,Курс 1,41440,Кемерово,Коченев
2022-01-11,63071,Курс 8,25760,Москва,Коченев
2021-12-07,59511,Курс 3,32467,Омск,Коченев
2021-01-29,54192,Курс 6,43969,Красноярск,Конюхов
2022-03-14,63071,Курс 8,25760,Казань,Сидорова
2021-10-08,54192,Курс 6,43969,Красноярск,Сидорова
2021-03-16,59629,Курс 1,41440,Томск,Коченев
2021-01-25,54192,Курс 6,43969,Кемерово,Рутов
2022-01-20,63071,Курс 8,25760,Казань,Иванов
2021-06-27,59629,Курс 1,41440,Санкт-Петербург,Конюхов
2022-06-03,69834,Курс 9,34841,Москва,Коченев
2021-07-06,14033,Курс 4,32267,Москва,Сидорова
2021-11-10,69834,Курс 9,34841,Казань,Иванов
2022-03-05,59511,Курс 3,32467,Казань,Петров
2021-10-31,02904,Курс 2,46402,Томск,Иванов
2021-04-07,59629,Курс 1,41440,Томск,Иванов
2021-09-20,63071,Курс 8,25760,Новосибирск,Коченев
2022-03-06,14033,Курс 4,32267,Москва,Конюхов
2021-04-13,54192,Курс 6,43969,Москва,Коченев
2021-07-30,69834,Курс 9,34841,Кемерово,Рутов
2022-03-14,84116,Курс 5,30566,Казань,Коченев
2021-03-21,84116,Курс 5,30566,Казань,Петров
2021-04-04,04801,Курс 7,22018,Красноярск,Петров
2022-05-04,04801,Курс 7,22018,Томск,Рутов
2022-06-26,54192,Курс 6,43969,Омск,Иванов
2021-03-06,69834,Курс 9,34841,Красноярск,Коченев
2021-04-25,19925,Курс 0,10237,Красноярск,Петров
2022-02-03,02904,Курс 2,46402,Омск,Сидорова
2021-09-22,02904,Курс 2,46402,Санкт-Петербург,Иванов
2022-05-27,59629,Курс 1,41440,Красноярск,Иванов
2021-10-31,84116,Курс 5,30566,Москва,Иванов
2022-05-17,02904,Курс 2,46402,Новосибирск,Коченев
2021-12-18,54192,Курс 6,43969,Новосибирск,Рутов
2021-02-10,63071,Курс 8,25760,Омск,Сидорова
2022-03-16,59511,Курс 3,32467,Кемерово,Коченев
2022-05-16,19925,Курс 0,10237,Кемерово,Иванов
2022-06-05,19925,Курс 0,10237,Омск,Петров
2022-06-15,63071,Курс 8,25760,Новосибирск,Сидорова
2022-06-23,59511,Курс 3,32467,Казань,Конюхов
2022-04-07,59629,Курс 1,41440,Новосибирск,Иванов
2021-12-23,63071,Курс 8,25760,Томск,Иванов
2021-12-03,59629,Курс 1,41440,Кемерово,Конюхов
2022-03-29,59629,Курс 1,41440,Омск,Иванов
2021-07-01,19925,Курс 0,10237,Омск,Рутов
2021-01-22,59629,Курс 1,41440,Казань,Иванов
2021-02-24,59511,Курс 3,32467,Омск,Коченев
2021-09-20,02904,Курс 2,46402,Омск,Сидорова
2021-07-11,63071,Курс 8,25760,Кемерово,Петров
2021-11-10,69834,Курс 9,34841,Омск,Рутов
2022-02-03,54192,Курс 6,43969,Омск,Конюхов
2021-05-28,19925,Курс 0,10237,Красноярск,Рутов
2021-09-18,84116,Курс 5,30566,Красноярск,Рутов
2021-06-11,04801,Курс 7,22018,Казань,Конюхов
2022-03-11,02904,Курс 2,46402,Новосибирск,Рутов
2021-03-13,84116,Курс 5,30566,Новосибирск,Петров
2021-06-11,63071,Курс 8,25760,Москва,Иванов
2021-11-07,04801,Курс 7,22018,Санкт-Петербург,Петров
2021-07-16,59629,Курс 1,41440,Новосибирск,Рутов
2021-01-21,54192,Курс 6,43969,Санкт-Петербург,Коченев
2021-08-06,84116,Курс 5,30566,Санкт-Петербург,Рутов
2022-04-06,04801,Курс 7,22018,Санкт-Петербург,Конюхов
2021-05-14,14033,Курс 4,32267,Санкт-Петербург,Иванов
2021-01-28,63071,Курс 8,25760,Томск,Сидорова
2022-04-26,59511,Курс 3,32467,Москва,Коченев
2022-03-12,69834,Курс 9,34841,Санкт-Петербург,Конюхов
2021-01-08,02904,Курс 2,46402,Кемерово,Коченев
2021-09-27,19925,Курс 0,10237,Санкт-Петербург,Сидорова
2021-05-21,14033,Курс 4,32267,Красноярск,Конюхов
2021-11-15,04801,Курс 7,22018,Кемерово,Коченев
2021-11-05,59511,Курс 3,32467,Кемерово,Рутов
2021-11-06,04801,Курс 7,22018,Новосибирск,Петров
2022-02-12,04801,Курс 7,22018,Казань,Конюхов
2021-01-23,14033,Курс 4,32267,Казань,Рутов
2021-08-26,54192,Курс 6,43969,Кемерово,Петров
2021-04-14,04801,Курс 7,22018,Томск,Конюхов
2021-04-28,54192,Курс 6,43969,Москва,Коченев
2022-06-19,54192,Курс 6,43969,Кемерово,Иванов
2021-01-12,19925,Курс 0,10237,Новосибирск,Иванов
2021-05-25,04801,Курс 7,22018,Томск,Коченев
2021-03-29,59629,Курс 1,41440,Санкт-Петербург,Петров
2022-03-16,04801,Курс 7,22018,Омск,Сидорова
2021-03-20,19925,Курс 0,10237,Новосибирск,Иванов
2021-05-07,54192,Курс 6,43969,Москва,Петров
2021-06-01,63071,Курс 8,25760,Красноярск,Петров
2021-03-12,04801,Курс 7,22018,Омск,Конюхов
2022-04-14,14033,Курс 4,32267,Томск,Иванов
2021-01-20,14033,Курс 4,32267,Санкт-Петербург,Конюхов
2021-07-03,02904,Курс 2,46402,Красноярск,Конюхов
2022-04-27,59629,Курс 1,41440,Санкт-Петербург,Конюхов
2021-03-30,59511,Курс 3,32467,Омск,Коченев
2021-01-17,63071,Курс 8,25760,Санкт-Петербург,Конюхов
2021-12-09,02904,Курс 2,46402,Москва,Петров
2022-02-22,04801,Курс 7,22018,Москва,Конюхов
2021-11-25,04801,Курс 7,22018,Омск,Конюхов
2021-05-06,14033,Курс 4,32267,Новосибирск,Коченев
2021-12-23,84116,Курс 5,30566,Томск,Петров
2021-10-08,84116,Курс 5,30566,Санкт-Петербург,Рутов
2021-01-10,84116,Курс 5,30566,Кемерово,Конюхов
2022-04-22,19925,Курс 0,10237,Томск,Коченев
2021-09-30,54192,Курс 6,43969,Омск,Конюхов
2022-04-12,63071,Курс 8,25760,Томск,Конюхов
2021-03-12,02904,Курс 2,46402,Санкт-Петербург,Иванов
2021-08-21,19925,Курс 0,10237,Москва,Рутов
2022-05-02,84116,Курс 5,30566,Томск,Иванов
2022-05-06,02904,Курс 2,46402,Новосибирск,Иванов
2022-03-25,59511,Курс 3,32467,Новосибирск,Иванов
2021-09-03,63071,Курс 8,25760,Кемерово,Петров
2021-06-23,14033,Курс 4,32267,Москва,Коченев
2021-10-11,84116,Курс 5,30566,Новосибирск,Конюхов
2022-02-14,14033,Курс 4,32267,Омск,Иванов
2022-03-23,63071,Курс 8,25760,Кемерово,Конюхов
2022-02-03,54192,Курс 6,43969,Новосибирск,Рутов
2022-03-14,69834,Курс 9,34841,Омск,Рутов
2021-01-20,84116,Курс 5,30566,Казань,Петров
2021-12-19,69834,Курс 9,34841,Казань,Петров
2021-06-26,69834,Курс 9,34841,Санкт-Петербург,Петров
2021-11-23,63071,Курс 8,25760,Кемерово,Сидорова
2022-04-20,69834,Курс 9,34841,Томск,Сидорова
2022-02-17,69834,Курс 9,34841,Красноярск,Рутов
2021-03-07,14033,Курс 4,32267,Санкт-Петербург,Конюхов
2021-09-16,19925,Курс 0,10237,Казань,Коченев
2022-05-25,14033,Курс 4,32267,Новосибирск,Петров
2021-12-26,04801,Курс 7,22018,Томск,Рутов
2021-06-19,69834,Курс 9,34841,Москва,Коченев
2021-02-08,84116,Курс 5,30566,Томск,Петров
2022-02-12,84116,Курс 5,30566,Омск,Рутов
2022-02-19,14033,Курс 4,32267,Казань,Рутов
2021-04-27,04801,Курс 7,22018,Казань,Иванов
2021-10-18,54192,Курс 6,43969,Красноярск,Сидорова
2021-04-20,59511,Курс 3,32467,Омск,Сидорова
2021-04-24,63071,Курс 8,25760,Кемерово,Рутов
2022-05-09,69834,Курс 9,34841,Казань,Коченев
2021-12-25,04801,Курс 7,22018,Казань,Иванов
2022-05-30,04801,Курс 7,22018,Казань,Петров
2021-11-15,63071,Курс 8,25760,Красноярск,Рутов
2021-12-11,59629,Курс 1,41440,Красноярск,Петров
2022-06-22,59511,Курс 3,32467,Казань,Иванов
2021-01-27,59511,Курс 3,32467,Омск,Сидорова
2021-10-31,02904,Курс 2,46402,Санкт-Петербург,Петров
2022-06-17,14033,Курс 4,32267,Санкт-Петербург,Иванов
2022-04-30,54192,Курс 6,43969,Новосибирск,Сидорова
2021-07-12,84116,Курс 5,30566,Кемерово,Коченев
2022-04-19,14033,Курс 4,32267,Томск,Коченев
2021-02-20,84116,Курс 5,30566,Кемерово,Коченев
2021-01-23,19925,Курс 0,10237,Красноярск,Иванов
2021-11-10,59629,Курс 1,41440,Омск,Конюхов
2022-03-11,04801,Курс 7,22018,Томск,Петров
2021-01-12,54192,Курс 6,43969,Казань,Коченев
2022-05-02,69834,Курс 9,34841,Томск,Сидорова
2022-05-25,04801,Курс 7,22018,Красноярск,Рутов
2022-03-20,54192,Курс 6,43969,Санкт-Петербург,Сидорова
2021-01-04,59511,Курс 3,32467,Новосибирск,Рутов
2021-06-02,59511,Курс 3,32467,Москва,Сидорова
2021-08-26,14033,Курс 4,32267,Санкт-Петербург,Коченев
2022-01-22,02904,Курс 2,46402,Кемерово,Иванов
2021-06-24,14033,Курс 4,32267,Новосибирск,Коченев
2022-06-07,54192,Курс 6,43969,Москва,Иванов
2022-04-01,84116,Курс 5,30566,Новосибирск,Рутов
2021-04-13,69834,Курс 9,34841,Красноярск,Конюхов
2022-02-21,14033,Курс 4,32267,Кемерово,Коченев
2022-03-14,54192,Курс 6,43969,Кемерово,Сидорова
2021-05-22,19925,Курс 0,10237,Новосибирск,Сидорова
2021-11-12,54192,Курс 6,43969,Омск,Петров
2021-12-07,04801,Курс 7,22018,Красноярск,Рутов
2021-11-28,84116,Курс 5,30566,Санкт-Петербург,Коченев
2021-02-23,63071,Курс 8,25760,Омск,Конюхов
2022-06-12,69834,Курс 9,34841,Томск,Сидорова
2022-01-03,59629,Курс 1,41440,Томск,Иванов
2021-03-15,59511,Курс 3,32467,Новосибирск,Сидорова
2021-09-02,63071,Курс 8,25760,Кемерово,Коченев
2021-01-16,54192,Курс 6,43969,Томск,Иванов
2022-04-11,59511,Курс 3,32467,Москва,Иванов
2021-04-25,59629,Курс 1,41440,Омск,Рутов
2021-12-05,14033,Курс 4,32267,Москва,Рутов
2022-02-14,54192,Курс 6,43969,Томск,Коченев
2021-06-22,19925,Курс 0,10237,Омск,Коченев
2021-03-28,14033,Курс 4,32267,Санкт-Петербург,Конюхов
2021-10-12,14033,Курс 4,32267,Кемерово,Рутов
2022-03-16,19925,Курс 0,10237,Санкт-Петербург,Сидорова
2021-02-25,19925,Курс 0,10237,Томск,Рутов
2021-10-14,59629,Курс 1,41440,Новосибирск,Коченев
2022-02-07,69834,Курс 9,34841,Омск,Сидорова
2022-01-18,69834,Курс 9,34841,Омск,Рутов
2022-02-01,19925,Курс 0,10237,Москва,Петров
2021-04-01,19925,Курс 0,10237,Новосибирск,Петров
2022-03-05,69834,Курс 9,34841,Новосибирск,Иванов
2021-06-25,69834,Курс 9,34841,Новосибирск,Петров
2021-10-13,54192,Курс 6,43969,Новосибирск,Петров
2021-07-24,63071,Курс 8,25760,Санкт-Петербург,Коченев
2021-02-05,14033,Курс 4,32267,Казань,Иванов
2021-06-21,63071,Курс 8,25760,Омск,Петров
2021-09-04,54192,Курс 6,43969,Омск,Сидорова
2021-07-12,54192,Курс 6,43969,Томск,Конюхов
2022-06-04,14033,Курс 4,32267,Красноярск,Конюхов
2022-05-03,63071,Курс 8,25760,Москва,Конюхов
2021-05-29,63071,Курс 8,25760,Томск,Коченев
2021-07-12,54192,Курс 6,43969,Томск,Конюхов
2022-02-03,63071,Курс 8,25760,Красноярск,Сидорова
2022-05-26,54192,Курс 6,43969,Москва,Конюхов
2021-09-21,59629,Курс 1,41440,Красноярск,Коченев
2021-11-01,02904,Курс 2,46402,Москва,Сидорова
2021-07-19,84116,Курс 5,30566,Санкт-Петербург,Сидорова
2022-03-09,04801,Курс 7,22018,Омск,Конюхов
2021-10-01,59511,Курс 3,32467,Красноярск,Рутов
2021-03-17,84116,Курс 5,30566,Красноярск,Конюхов
2021-05-14,59629,Курс 1,41440,Томск,Конюхов
2021-06-14,02904,Курс 2,46402,Томск,Конюхов
2021-01-22,02904,Курс 2,46402,Томск,Рутов
2021-06-03,54192,Курс 6,43969,Омск,Иванов
2021-12-13,69834,Курс 9,34841,Томск,Петров
2021-06-15,59629,Курс 1,41440,Новосибирск,Конюхов
2021-03-19,59629,Курс 1,41440,Красноярск,Иванов
2021-03-01,19925,Курс 0,10237,Томск,Иванов
2022-02-27,14033,Курс 4,32267,Санкт-Петербург,Петров
2021-06-01,84116,Курс 5,30566,Казань,Сидорова
2022-04-06,02904,Курс 2,46402,Санкт-Петербург,Рутов
2022-04-21,69834,Курс 9,34841,Санкт-Петербург,Сидорова
2021-03-13,69834,Курс 9,34841,Казань,Конюхов
2021-08-30,59511,Курс 3,32467,Москва,Конюхов
2021-06-14,02904,Курс 2,46402,Казань,Сидорова
2021-07-11,14033,Курс 4,32267,Казань,Рутов
2021-07-23,14033,Курс 4,32267,Красноярск,Сидорова
2021-07-12,14033,Курс 4,32267,Омск,Коченев
2021-05-29,54192,Курс 6,43969,Красноярск,Конюхов
2022-06-24,19925,Курс 0,10237,Новосибирск,Петров
2022-06-19,19925,Курс 0,10237,Кемерово,Петров
2021-12-31,02904,Курс 2,46402,Кемерово,Петров
2021-08-09,14033,Курс 4,32267,Казань,Сидорова
2021-12-15,54192,Курс 6,43969,Москва,Конюхов
2022-03-22,63071,Курс 8,25760,Красноярск,Иванов
2021-05-16,59629,Курс 1,41440,Казань,Конюхов
2021-08-11,59511,Курс 3,32467,Москва,Петров
2021-05-09,02904,Курс 2,46402,Санкт-Петербург,Коченев
2021-09-26,69834,Курс 9,34841,Томск,Конюхов
2021-04-23,14033,Курс 4,32267,Кемерово,Иванов
2021-07-20,59629,Курс 1,41440,Томск,Сидорова
2021-09-14,59511,Курс 3,32467,Москва,Коченев
2021-02-10,54192,Курс 6,43969,Казань,Конюхов
2022-04-28,63071,Курс 8,25760,Москва,Конюхов
2021-02-05,04801,Курс 7,22018,Санкт-Петербург,Иванов
2021-09-21,02904,Курс 2,46402,Новосибирск,Иванов
2021-10-17,69834,Курс 9,34841,Санкт-Петербург,Рутов
2021-05-30,04801,Курс 7,22018,Томск,Коченев
2021-06-08,69834,Курс 9,34841,Новосибирск,Коченев
2021-10-11,59511,Курс 3,32467,Кемерово,Иванов
2021-09-02,54192,Курс 6,43969,Москва,Рутов
2021-03-19,02904,Курс 2,46402,Томск,Конюхов
2021-04-26,59511,Курс 3,32467,Томск,Коченев
2021-01-28,59511,Курс 3,32467,Санкт-Петербург,Коченев
2021-12-06,54192,Курс 6,43969,Томск,Конюхов
2021-04-01,59629,Курс 1,41440,Москва,Рутов
2021-05-16,04801,Курс 7,22018,Красноярск,Сидорова
2022-02-16,19925,Курс 0,10237,Санкт-Петербург,Коченев
2022-05-01,63071,Курс 8,25760,Казань,Коченев
2022-01-14,19925,Курс 0,10237,Омск,Конюхов
2021-03-10,02904,Курс 2,46402,Красноярск,Сидорова
2021-06-18,84116,Курс 5,30566,Омск,Коченев
2021-09-25,14033,Курс 4,32267,Санкт-Петербург,Рутов
2022-04-21,04801,Курс 7,22018,Санкт-Петербург,Иванов
2021-09-27,04801,Курс 7,22018,Казань,Рутов
2022-02-07,84116,Курс 5,30566,Новосибирск,Иванов
2022-01-16,02904,Курс 2,46402,Омск,Конюхов
2022-03-07,63071,Курс 8,25760,Кемерово,Сидорова
2021-05-09,19925,Курс 0,10237,Новосибирск,Иванов
2021-10-25,14033,Курс 4,32267,Кемерово,Конюхов
2022-03-13,04801,Курс 7,22018,Санкт-Петербург,Рутов
2021-06-16,19925,Курс 0,10237,Красноярск,Рутов
2021-05-26,04801,Курс 7,22018,Кемерово,Коченев
2021-03-22,69834,Курс 9,34841,Кемерово,Сидорова
2022-01-26,59511,Курс 3,32467,Кемерово,Коченев
2021-04-23,54192,Курс 6,43969,Красноярск,Петров
2021-09-12,02904,Курс 2,46402,Омск,Коченев
2021-06-04,14033,Курс 4,32267,Москва,Сидорова
2022-02-22,59629,Курс 1,41440,Москва,Рутов
2022-06-12,59629,Курс 1,41440,Новосибирск,Коченев
2021-08-16,84116,Курс 5,30566,Омск,Сидорова
2021-11-30,02904,Курс 2,46402,Москва,Петров
2021-05-26,54192,Курс 6,43969,Томск,Коченев
2021-03-19,59511,Курс 3,32467,Кемерово,Коченев
2021-07-09,19925,Курс 0,10237,Омск,Конюхов
2021-04-30,19925,Курс 0,10237,Томск,Иванов
2021-02-06,14033,Курс 4,32267,Томск,Сидорова
2021-04-05,59511,Курс 3,32467,Томск,Сидорова
2022-02-27,59511,Курс 3,32467,Кемерово,Конюхов
2021-10-06,14033,Курс 4,32267,Кемерово,Конюхов
2022-05-10,54192,Курс 6,43969,Санкт-Петербург,Рутов
2021-11-12,84116,Курс 5,30566,Санкт-Петербург,Иванов
2021-09-26,02904,Курс 2,46402,Красноярск,Петров
2021-12-12,54192,Курс 6,43969,Москва,Коченев
2021-08-08,14033,Курс 4,32267,Красноярск,Иванов
2022-05-04,19925,Курс 0,10237,Санкт-Петербург,Коченев
2021-04-19,59629,Курс 1,41440,Томск,Сидорова
2021-12-16,59511,Курс 3,32467,Санкт-Петербург,Конюхов
2021-08-03,84116,Курс 5,30566,Красноярск,Рутов
2022-01-29,14033,Курс 4,32267,Санкт-Петербург,Конюхов
2021-10-11,63071,Курс 8,25760,Санкт-Петербург,Конюхов
2021-10-02,59629,Курс 1,41440,Москва,Конюхов
2021-04-07,59629,Курс 1,41440,Омск,Сидорова
2022-04-21,02904,Курс 2,46402,Москва,Коченев
2021-07-30,84116,Курс 5,30566,Томск,Иванов
2021-04-15,69834,Курс 9,34841,Санкт-Петербург,Иванов
2021-02-28,14033,Курс 4,32267,Казань,Петров
2021-06-11,69834,Курс 9,34841,Новосибирск,Сидорова
2021-02-24,02904,Курс 2,46402,Красноярск,Рутов
2021-10-29,59629,Курс 1,41440,Казань,Сидорова
2022-03-10,14033,Курс 4,32267,Красноярск,Петров
2022-06-02,14033,Курс 4,32267,Красноярск,Иванов
2022-04-13,63071,Курс 8,25760,Санкт-Петербург,Конюхов
2021-08-20,54192,Курс 6,43969,Омск,Сидорова
2021-05-05,04801,Курс 7,22018,Кемерово,Конюхов
2021-05-15,69834,Курс 9,34841,Санкт-Петербург,Иванов
2021-06-27,63071,Курс 8,25760,Омск,Рутов
2022-04-18,04801,Курс 7,22018,Санкт-Петербург,Конюхов
2021-05-26,02904,Курс 2,46402,Красноярск,Конюхов
2021-12-26,69834,Курс 9,34841,Омск,Петров
2021-11-24,84116,Курс 5,30566,Красноярск,Петров
2021-01-02,59629,Курс 1,41440,Кемерово,Сидорова
2021-11-26,54192,Курс 6,43969,Санкт-Петербург,Иванов
2021-02-19,59511,Курс 3,32467,Москва,Сидорова
2021-10-29,04801,Курс 7,22018,Томск,Петров
2021-06-04,14033,Курс 4,32267,Новосибирск,Конюхов
2022-03-07,14033,Курс 4,32267,Омск,Конюхов
2021-02-09,69834,Курс 9,34841,Москва,Рутов
2021-04-03,19925,Курс 0,10237,Томск,Сидорова
